list,4
fetch,3
names,3
words,2
visit,2
check,1
word,1
type,1
parse,1
snake,1
case,1
extract,1
text,1
clone,1
repo,1
flatter,1
path,1
json,1
csv,1
print,1
fnames,1
trees,1
functiondef,1
function,1
name,1
node,1
